223,gayatri,female,346793076576,sid@gmail.com,3052514920,5883799951,65.67,56.8,dypiemr,information technology,78.95,True,0,0,0,0,0,0,0,0,0,0
280,utkarsha,female,774456691989,sid@gmail.com,4750788376,1268474227,4.97,93.6,dypiemr,computer,73.26,True,1,1,1,1,1,1,1,1,1,1
952,gayatri,male,499522147243,mayur@gmail.com,9106933210,2884305841,23.85,64.56,dypiemr,information technology,90.26,True,3,3,3,3,3,3,3,3,3,3
710,sara,female,802196235490,rushi@gmail.com,7007027136,7893777628,22.01,83.83,dypiemr,computer,32.96,True,3,3,3,3,3,3,3,3,3,3
976,bhumika,female,651615876721,vishal@gmail.com,1493068928,1647971248,59.12,28.31,dypcoe,instrumentation,30.93,True,0,0,0,0,0,0,0,0,0,0
868,akansha,female,745216924750,akansha@gmail.com,4570283211,2252952882,50.34,59.94,dypiemr,information technology,16.86,True,3,3,3,3,3,3,3,3,3,3
296,sid,female,240289231082,vishal@gmail.com,9680768675,1325128446,74.88,81.59,dypiemr,civil,32.62,True,5,5,5,5,5,5,5,5,5,5
468,bhumika,female,636077807747,sid@gmail.com,8263220646,4733684368,1.81,25.97,dypcoe,computer,65.77,True,4,4,4,4,4,4,4,4,4,4
176,mayur,male,569962168393,saumya@gmail.com,4728874093,3600250544,13.78,95.24,dypiemr,computer,46.19,True,4,4,4,4,4,4,4,4,4,4
462,aish,male,951925521185,utk@gmail.com,2585714838,1990581746,58.04,24.52,dypcoe,information technology,7.16,True,3,3,3,3,3,3,3,3,3,3
296,sid,female,239708159860,utk@gmail.com,1598248273,3400310562,62.22,85.77,dypcoe,entc,58.27,True,0,0,0,0,0,0,0,0,0,0
609,akansha,female,202488140200,utk@gmail.com,4503971749,4791221490,31.43,44.48,dypiemr,computer,6.8,True,4,4,4,4,4,4,4,4,4,4
878,honey,male,239744490602,akansha@gmail.com,2442028546,6410146056,83.22,99.69,dypiemr,instrumentation,70.43,True,1,1,1,1,1,1,1,1,1,1
728,saumya,female,786684085490,aish@gmail.com,5514910568,2545413204,60.37,43.38,dypiemr,instrumentation,80.31,True,3,3,3,3,3,3,3,3,3,3
774,akansha,male,250708007509,sid@gmail.com,1282457819,7741723721,49.08,7.1,dypiemr,mechanical,48.54,True,4,4,4,4,4,4,4,4,4,4
469,bhumika,male,779702998337,aish@gmail.com,7927142421,3843946474,66.62,76.0,dypcoe,civil,55.46,True,5,5,5,5,5,5,5,5,5,5
839,rutik,female,642789489839,sara@gmail.com,1946785452,9185863325,64.01,55.71,dypiemr,entc,60.15,True,5,5,5,5,5,5,5,5,5,5
870,vishal,female,221662783359,dhruv@gmail.com,7280487015,5988519145,46.1,23.49,dypcoe,computer,25.45,True,3,3,3,3,3,3,3,3,3,3
137,honey,male,412337968258,mayur@gmail.com,7313762529,9647463567,6.29,52.43,dypiemr,mechanical,49.42,True,3,3,3,3,3,3,3,3,3,3
115,utkarsha,male,607194016465,dhruv@gmail.com,2524149948,3302644449,19.31,83.02,dypiemr,mechanical,74.84,True,2,2,2,2,2,2,2,2,2,2
499,bhumika,male,816219483171,rushi@gmail.com,9307422713,7364304500,79.03,83.64,dypiemr,instrumentation,99.42,True,0,0,0,0,0,0,0,0,0,0
162,bhumika,male,714307060815,dhruv@gmail.com,3412120718,8336313327,37.32,41.38,dypiemr,mechanical,45.23,True,3,3,3,3,3,3,3,3,3,3
366,mayur,female,501475873322,dhruv@gmail.com,5985171245,6581897773,55.84,58.9,dypiemr,instrumentation,61.24,True,0,0,0,0,0,0,0,0,0,0
136,ankush,male,392907793431,dhruv@gmail.com,2358025077,9737238112,57.22,85.06,dypcoe,information technology,80.61,True,1,1,1,1,1,1,1,1,1,1
324,utkarsha,male,651265013524,vishal@gmail.com,2164002975,8016563272,6.61,14.76,dypcoe,instrumentation,11.27,True,2,2,2,2,2,2,2,2,2,2
555,mayur,female,822897273936,honey@gmail.com,3124193346,4743736528,20.46,12.72,dypcoe,entc,41.42,True,4,4,4,4,4,4,4,4,4,4
614,bhumika,male,935025429249,dhruv@gmail.com,1565424162,9019957842,2.7,67.37,dypcoe,instrumentation,96.48,True,2,2,2,2,2,2,2,2,2,2
581,mayur,female,443666729986,rutik@gmail.com,8258473177,7714046651,39.76,59.71,dypiemr,entc,88.84,True,4,4,4,4,4,4,4,4,4,4
